代码,名称,涨幅%,现价,涨跌,买价,卖价,总量,现量,涨速%,换手%,今开,短期形态,中期形态,长期形态,市盈(TTM),最高,最低,昨收,市盈(动),总金额,量比,细分行业,地区,振幅%,均价,内盘,外盘,内外比,买量,卖量,未匹配量,开盘金额,开盘换手Z,封成比,封单额,流通股(亿),流通市值,AB股总市值,强弱度%,活跃度,笔均量,笔换手,连涨天,3日涨幅%,20日涨幅%,60日涨幅%,年初至今%,换手Z,流通市值Z,市盈(静),贝塔系数,开盘%,最高%,最低%,均涨幅%,实体涨幅%,回头波%,攻击波%,现均差%,财务更新,上市日期,总股本(亿),B/A股(亿),H股(亿),总资产(亿),净资产(亿),少数股权(亿),资产负债率%,流动资产(亿),固定资产(亿),无形资产(亿),流动负债(亿),存货(亿),应收帐款(亿),资本公积金(亿),营业收入(亿),营业成本(亿),营业利润(亿),投资收益(亿),利润总额(亿),税后利润(亿),净利润(亿),扣非净利润(亿),未分利润(亿),经营现金流(亿),总现金流(亿),股东人数,人均持股,人均市值,利润同比%,收入同比%,市净率,市现率,市销率,股息率%,每股收益,每股净资,调整后净资,每股公积,每股未分配,每股现金流,权益比%,净益率%,毛利率%,营业利润率%,净利润率%,研发费用(亿),员工人数,交易代码,自选日,自选价,自选收益%
002279,久其软件,-5.06,6.19,-0.33,6.18,6.19,142863,1023,0.16,2.34,6.42,,,,--  ,6.43,6.11,6.52,498.29,88871168,0.92,软件服务,北京,4.91,6.22,83464,59399,1.41,849,81,--  ,682400,0.03,--  ,--  ,6.1,         37.76亿,         44.03亿,-3.03,2574,56,0.0009,-3,-7.89,-22.91,5.1,1.97,4.08,         21.66亿,--  ,1.27,-1.53,-1.38,-6.29,-4.59,-3.58,-3.73,1.31,-0.47,20200202,20090811,7.11,--  ,--  ,29.22,11.11,0.2,61.28,16.99,2.18,1.09,8.22,0.25,5.47,2.7,18.55,12.78,-0.05,0.07,0.01,-0.04,0.07,-0.05,-0.28,-2.66,-3.54,49311,7097,4.39万,-96.04,9.32,3.8,-16.53,2.37,0,0.010㈢,1.63,1.63,0.38,-0.04,-0.37,38.02,   0.60㈢,31.1,-0.29,0.36,2.29,2894,2279,--  ,--  ,--  
603105,芯能科技,-5.06,7.31,-0.39,7.31,7.32,132275,2609,0,4.29,7.67,,,,97.81,7.69,7.29,7.7,60.82,97989720,0.52,电气设备,浙江,5.19,7.41,77670,54605,1.42,895,1079,--  ,1740300,0.1,--  ,--  ,3.08,         22.54亿,         36.55亿,-4.16,2583,51,0.0017,-4,-12.35,-3.18,0.96,2.24,5.55,         17.42亿,58.19,1.36,-0.39,-0.13,-5.32,-3.79,-4.69,-4.94,0.27,-1.27,20191026,20180709,5,--  ,--  ,25.82,14.54,--  ,43.67,7.02,17.95,0.2,6.24,1.14,1.97,7.15,2.86,1.43,0.34,0.01,0.43,0.45,0.45,0.32,2.11,1.13,-0.16,47576,5010,3.66万,-37.29,-8.9,2.51,32.37,12.8,1.3,0.090㈢,2.91,0,1.43,0.42,0.23,56.33,   3.10㈢,49.81,11.99,15.78,0.11,334,603105,--  ,--  ,--  
002368,太极股份,-5.06,37.3,-1.99,37.3,37.32,122271,557,-0.52,3.02,38.7,,,,50.24,38.7,36.51,39.29,151.57,457051552,1.07,软件服务,北京,5.57,37.38,59062,63209,0.93,4,312,--  ,820400,0.01,--  ,--  ,4.05,        151.02亿,        153.97亿,-3.04,3822,32,0.0008,-3,-8.86,-22.32,-6.4,-4.16,5.01,         91.02亿,51.3,1.39,-1.5,-1.5,-7.08,-4.86,-3.62,-3.62,2.16,-0.2,20191031,20100312,4.13,--  ,--  ,87.74,28.42,1.84,65.52,62.61,8.29,6.17,55.27,18.42,25.83,9.57,45.84,34.89,0.54,0,0.54,0.69,0.76,0.6,13.14,-13.65,-11.59,22368,10910,40.69万,9.58,18.02,5.42,-11.28,3.36,0.59,0.185㈢,6.88,0,2.32,3.18,-3.31,32.39,   2.68㈢,23.89,1.18,1.66,1.2,4290,2368,--  ,--  ,--  
300213,佳讯飞鸿,-5.07,6.56,-0.35,6.55,6.56,122418,754,0.15,2.8,6.76,,,,27.62,6.8,6.49,6.91,33.99,80901336,0.92,通信设备,北京,4.49,6.61,68772,53646,1.28,1047,603,--  ,751000,0.03,--  ,--  ,4.38,         28.70亿,         39.03亿,-3.04,2065,59,0.0014,-1,-7.61,-11.35,-0.6,0.31,3.61,         22.27亿,31.6,1.26,-2.17,-1.59,-6.08,-4.36,-2.96,-3.53,1.08,-0.7,20191107,20110505,5.95,--  ,--  ,31.49,20.36,0.03,35.23,21.25,1.83,1.59,9.77,3.72,8.67,7.44,8.36,5.17,0.96,-0.01,1.02,0.86,0.86,0.78,6.42,-0.37,-0.79,32865,10328,6.78万,27.78,30.99,1.92,-104.62,4.67,0.72,0.145㈢,3.42,0,1.25,1.08,-0.06,64.68,   4.23㈢,38.13,11.48,10.3,0.7,847,300213,--  ,--  ,--  
300051,三五互联,-5.07,7.86,-0.42,7.85,7.86,196833,2695,-0.37,8.75,8.28,,,,--  ,8.29,7.61,8.28,2283.68,154646496,0.9,互联网,福建,8.21,7.86,93651,103182,0.91,205,160,--  ,822200,0.04,--  ,--  ,2.25,         17.68亿,         28.74亿,-3.05,3213,61,0.0027,-2,-8.92,-26.47,25.56,26.57,8.75,         17.68亿,--  ,0.65,0,0.12,-8.09,-5.11,-5.07,-5.19,3.29,0.04,20191028,20100211,3.66,--  ,--  ,10.87,5.92,-0.01,45.56,2.03,5.2,0.32,1.68,0.01,0.27,4.84,2.18,1,0.07,0,0.07,0.03,0.01,-0.02,-2.75,0.36,-0.17,41310,5444,4.28万,-95.41,24.81,4.85,80.96,13.21,0,0.003㈢,1.62,0,1.32,-0.75,0.1,54.49,   0.16㈢,54.25,3.3,0.43,0.2,742,300051,--  ,--  ,--  
688098,申联生物,-5.07,16.28,-0.87,16.27,16.28,22695,129,0.06,5.03,16.97,,,,84.55,16.97,16,17.15,64.86,37166796,1.09,生物制药,上海,5.66,16.38,12641,10054,1.26,31,41,--  ,27400,0,--  ,--  ,0.45,          7.35亿,         66.70亿,-4.17,871,26,0.0058,-2,-5.41,-20.74,-2.86,-2.92,5.03,          7.35亿,80.23,1.6,-1.05,-1.05,-6.71,-4.51,-4.07,-4.07,1.75,-0.57,20191027,20191028,4.1,--  ,--  ,10.48,8.8,--  ,15.98,4.83,1.91,0.34,1.45,0.48,1.86,1.71,2.26,0.41,0.9,0.02,0.9,0.77,0.77,0.77,3.16,-0.52,-1.47,32032,1410,2.29万,0,0,5.21,-128.1,29.55,0,0.188㈢,3.13,3.13,0.42,0.77,-0.13,84.02,   8.76㈢,81.99,39.83,34.17,0.18,290,688098,--  ,--  ,--  
300514,友讯达,-5.07,11.04,-0.59,11.04,11.05,35312,520,-0.26,3.91,11.48,,,,47.09,11.59,10.91,11.63,79.62,39321120,0.94,通信设备,深圳,5.85,11.14,18542,16770,1.11,15,117,--  ,253700,0.03,--  ,--  ,0.9,          9.97亿,         22.08亿,-3.05,1643,21,0.0024,-3,-8.45,-13.62,-15.33,-11.54,4.48,          8.70亿,44.31,1.2,-1.29,-0.34,-6.19,-4.25,-3.83,-4.75,1.19,-0.82,20191029,20170426,2,--  ,--  ,9.73,5.4,--  ,44.57,8.37,0.23,0.14,3.89,1.39,3.68,1.14,4.42,2.99,0.24,0,0.23,0.21,0.21,0.16,2,-0.18,-0.97,16032,4915,5.43万,-12.97,6.15,4.09,-122.76,4.99,0.43,0.104㈢,2.7,0,0.57,1,-0.09,55.43,   3.86㈢,32.45,5.31,4.7,0.44,874,300514,--  ,--  ,--  
603611,诺力股份,-5.08,16.27,-0.87,16.26,16.27,23719,153,0.06,0.9,17.03,,,,20.71,17.05,15.95,17.14,17.37,38678736,0.67,运输设备,浙江,6.42,16.31,12277,11442,1.07,1,70,--  ,0,0,--  ,--  ,2.65,         43.07亿,         43.53亿,-4.17,1512,16,0.0006,-3,-7.76,-17.07,-2.05,-1.52,1.67,         23.05亿,24.34,1.52,-0.64,-0.53,-6.94,-4.86,-4.46,-4.57,2.01,-0.22,20200122,20150128,2.68,--  ,--  ,48.6,16.33,0.44,65.5,32.77,5.08,1.77,28.19,13.31,7.67,7.8,20.69,15.75,2.26,0.1,2.3,1.95,1.88,1.53,7.05,1.68,0.49,14900,9508,15.47万,21.33,13.8,2.67,25.87,2.1,2.92,0.702㈢,6.1,0,2.92,2.64,0.63,33.6,  11.51㈢,23.88,10.94,9.08,0.57,2240,603611,--  ,--  ,--  
300292,吴通控股,-5.08,5.23,-0.28,5.23,5.24,626398,7030,0,6.08,5.36,,,,--  ,5.43,5.16,5.51,47.12,330940192,0.67,软件服务,江苏,4.9,5.28,330404,295994,1.12,404,966,--  ,3345200,0.07,--  ,--  ,10.3,         53.85亿,         66.67亿,-3.05,3731,168,0.0016,-3,-10.91,-5.25,1.95,3.57,6.93,         47.27亿,--  ,1.17,-2.72,-1.45,-6.35,-4.12,-2.43,-3.68,1.36,-0.97,20191030,20120229,12.75,--  ,--  ,26.66,16.08,0.08,39.38,15.39,2.63,0.33,10.49,1.61,6.84,8.83,27.59,23.09,0.78,0.07,1.21,1.02,1.06,0.63,-5.86,0.01,0.63,101878,8872,4.64万,-14.11,28.4,4.15,5501.66,2.42,0,0.083㈢,1.26,0,0.69,-0.46,0,60.31,   6.60㈢,16.32,2.83,3.85,1,1186,300292,--  ,--  ,--  
300389,艾比森,-5.09,8.77,-0.47,8.77,8.78,31934,229,-0.44,1.97,9.05,,,,15.63,9.08,8.66,9.24,16.76,28198740,1.27,半导体,深圳,4.55,8.83,20221,11713,1.73,74,26,--  ,127600,0.01,--  ,--  ,1.62,         14.24亿,         28.05亿,-3.06,1520,21,0.0013,-1,-7,-17.03,-24.27,-19.91,2.87,          9.74亿,12.28,1.02,-2.06,-1.73,-6.28,-4.43,-3.09,-3.41,1.27,-0.65,20191129,20140801,3.2,--  ,--  ,21.74,13.57,-0.03,37.69,15.87,3.57,0.35,8.11,3.86,5.56,0.99,14.67,9.82,1.37,0.01,1.37,1.22,1.25,1.11,8.46,1.37,0.08,14660,7579,6.65万,-29.12,9.99,2.07,20.49,1.91,1.68,0.392㈢,4.24,0,0.31,2.65,0.43,62.45,   9.25㈢,33.07,9.36,8.55,0.67,1925,300389,--  ,--  ,--  
002428,云南锗业,-5.09,8.77,-0.47,8.77,8.78,166521,1423,-0.1,2.58,9.08,,,,--  ,9.19,8.7,9.24,--  ,147714032,1.03,小金属,云南,5.3,8.87,96208,70313,1.37,14,474,--  ,1123800,0.03,--  ,--  ,6.44,         56.51亿,         57.28亿,-3.06,2460,68,0.0011,-3,-9.21,-20.92,6.05,3.06,3.46,         42.18亿,--  ,1.17,-1.73,-0.54,-5.84,-4,-3.41,-4.57,0.8,-1.09,20200327,20100608,6.53,--  ,--  ,20.31,14.3,0.51,27.08,6.29,8.99,3.81,4.11,3.76,0.79,3.28,4.18,3.52,-0.54,0,-0.6,-0.57,-0.59,-0.61,3.6,-1.04,-0.19,67000,7179,6.30万,-786.08,-10.02,4,-55.05,13.69,0,-0.091㈣,2.19,0,0.5,0.55,-0.16,70.41,  -4.14㈣,16,-12.84,-14.13,0.22,1617,2428,--  ,--  ,--  
600338,西藏珠峰,-5.09,7.65,-0.41,7.64,7.65,121334,745,0,1.33,7.87,,,,11.3,7.92,7.46,8.06,10.09,92346064,1.28,铅锌,西藏,5.71,7.61,64284,57050,1.13,241,58,--  ,657100,0.03,--  ,--  ,9.14,         69.94亿,         69.94亿,-4.19,2979,41,0.0004,-2,-6.48,-25.73,-32.66,-38.8,4.94,         18.79亿,8.18,1.45,-2.36,-1.74,-7.44,-5.57,-2.8,-3.41,2.55,0.49,20191026,20001227,9.14,--  ,--  ,46.35,26.78,--  ,42.22,26.62,13.24,0.02,13.44,2.07,1.79,0.22,13.44,3.87,6.62,0.02,6.6,5.2,5.2,5.15,22.8,6.84,-4.05,34009,7221,5.52万,-32.34,-14.4,2.61,10.22,5.2,4.08,0.569㈢,2.93,0,0.02,2.49,0.75,57.78,  19.42㈢,71.18,49.23,38.69,--  ,1987,600338,--  ,--  ,--  
600379,宝光股份,-5.09,5.41,-0.29,5.4,5.41,45249,920,-0.54,1.37,5.51,,,,47,5.66,5.35,5.7,37.58,24623482,0.55,电气设备,陕西,5.44,5.44,26045,19204,1.36,419,57,--  ,554300,0.06,--  ,--  ,3.3,         17.86亿,         17.86亿,-4.19,1150,39,0.0012,-1,-10.73,0.75,-2.17,-5.91,2.66,          9.20亿,48.93,1.16,-3.33,-0.7,-6.14,-4.53,-1.81,-4.42,1.12,-0.56,20191117,20020116,3.3,--  ,--  ,8.6,5.41,--  ,37.16,6.41,1.87,0.03,2.71,1.74,3.01,0.08,6.84,5.38,0.41,0,0.41,0.36,0.36,0.34,1.64,0.28,0.15,14166,12004,6.49万,4.63,4.36,3.3,64.74,2.61,0.81,0.108㈢,1.64,0,0.02,0.5,0.08,62.84,   6.59㈢,21.32,5.99,5.21,0.27,1397,600379,--  ,--  ,--  
002079,苏州固锝,-5.09,9.7,-0.52,9.7,9.71,256006,2123,0.21,3.53,10.01,,,,67.9,10.01,9.37,10.22,62.68,247662784,1.05,半导体,江苏,6.26,9.67,138415,117591,1.18,2385,929,--  ,1822800,0.04,--  ,--  ,7.26,         70.43亿,         70.61亿,-3.06,3958,65,0.0009,-3,-8.75,-20.29,-19.7,-18.07,5.82,         42.64亿,78.69,1.27,-2.05,-2.05,-8.32,-5.34,-3.1,-3.1,3.52,0.25,20200224,20061116,7.28,--  ,--  ,22,16.8,1.65,16.19,15.54,4.84,0.24,3.34,2.01,5.1,3.08,15.2,12.5,1.39,0.06,1.41,1.22,0.84,0.79,5.42,0.72,-1.8,87093,5048,4.90万,21.61,7.4,4.04,98.39,4.64,0.29,0.116㈢,2.4,2.4,0.42,0.74,0.1,76.33,   5.03㈢,17.81,9.17,5.56,0.58,1746,2079,--  ,--  ,--  
002027,分众传媒,-5.09,4.1,-0.22,4.1,4.11,1672224,76031,0,1.14,4.25,,,,26.71,4.25,4.07,4.32,33.18,690427968,1.18,影视音像,广东,4.17,4.13,716581,955643,0.75,1760,8853,--  ,3424700,0.01,--  ,--  ,146.78,        601.79亿,        601.79亿,-3.07,4253,393,0.0003,-1,-6.39,-24.77,-35.54,-34.5,1.63,        419.45亿,10.89,0.89,-1.62,-1.62,-5.79,-4.43,-3.53,-3.53,0.74,-0.67,20191031,20040804,146.78,--  ,--  ,178.27,134.71,2.2,23.2,105.08,16.84,0.36,30.08,0.08,43.28,3.28,89.06,49.83,17.31,1.99,17,13.34,13.6,8.79,141.18,20.84,-9.15,198372,51572,21.14万,-71.72,-18.12,4.47,28.88,6.76,2.28,0.093㈢,0.92,0,0.02,0.96,0.14,75.57,  10.10㈢,44.05,19.44,15.27,1.2,12736,2027,--  ,--  ,--  
603021,山东华鹏,-5.09,5.59,-0.3,5.58,5.59,28329,635,-1.4,0.89,5.94,,,,--  ,5.94,5.5,5.89,--  ,16035035,1.41,玻璃,山东,7.47,5.66,16795,11534,1.46,19,19,--  ,62400,0.01,--  ,--  ,3.2,         17.89亿,         17.89亿,-4.19,982,29,0.0009,-1,-7.15,-18.51,-32.65,-32.57,1.55,         10.19亿,95.43,1.11,0.85,0.85,-6.62,-3.9,-5.89,-5.89,1.64,-1.19,20191029,20150423,3.2,--  ,--  ,29.44,13.12,0.19,54.78,7.17,13.18,2.13,12.67,3.2,2.17,6.03,5.79,4.64,-0.26,0,-0.26,-0.27,-0.25,-0.28,3.57,0.23,-0.51,11944,15263,8.53万,-717.88,-3.28,1.36,79.45,3.09,0.34,-0.078㈢,4.1,0,1.89,1.12,0.07,44.58,  -1.90㈢,19.74,-4.41,-4.31,0.07,1672,603021,--  ,--  ,--  
300276,三丰智能,-5.1,7.45,-0.4,7.45,7.46,52877,383,0.4,1.46,7.8,,,,26.41,7.8,7.35,7.85,24.15,39486312,0.88,专用机械,湖北,5.73,7.47,31783,21094,1.51,166,60,--  ,174700,0.01,--  ,--  ,3.63,         27.05亿,         59.24亿,-3.07,1436,37,0.001,-2,-6.29,-14.37,-10.24,-6.29,1.98,         19.92亿,26.51,1.12,-0.64,-0.64,-6.37,-4.87,-4.49,-4.49,1.36,-0.22,20191019,20111115,7.95,--  ,--  ,53.76,36.94,0.32,30.69,27.31,2.59,2.56,15.97,14.93,6.17,23.76,13.24,9.76,2.06,0,2.05,1.79,1.84,1.58,4.88,0.66,0.94,34470,7758,5.78万,0.49,6.99,1.6,89.42,4.48,2.34,0.231㈢,4.65,0,2.99,0.61,0.08,68.71,   4.98㈢,26.24,15.57,13.9,0.64,1735,300276,--  ,--  ,--  
600271,航天信息,-5.1,19.36,-1.04,19.36,19.37,207589,2844,-0.04,1.12,20.03,,,,19.91,20.08,19.27,20.4,23.62,406862112,2.16,IT设备,北京,3.97,19.6,107647,99942,1.08,740,10,--  ,1654500,0.01,--  ,--  ,18.53,        358.70亿,        360.58亿,-4.2,3978,52,0.0003,-3,-6.06,-20.72,-13.42,-16.45,1.99,        201.99亿,23.48,1.28,-1.81,-1.57,-5.54,-3.92,-3.34,-3.59,0.47,-1.17,20200106,20030711,18.63,--  ,--  ,228.04,115.66,21.84,39.7,173.32,12.03,11.21,66.49,28.24,28.31,4.43,191.48,153.49,20.94,0.88,21.18,17.23,11.45,7.62,79.66,-14.23,-28.95,89799,11619,22.49万,34,-17.13,3.24,-25.33,1.88,2.16,0.610㈢,5.97,5.97,0.24,4.28,-0.76,50.72,   9.90㈢,19.84,10.94,5.98,4.14,20990,600271,--  ,--  ,--  
603390,通达电气,-5.1,13.77,-0.74,13.77,13.78,66554,1122,-0.13,7.57,14,,,,29.73,14.18,13.6,14.51,34.94,92219824,0.5,汽车配件,广东,4,13.86,38306,28248,1.36,32,318,--  ,2515800,0.2,--  ,--  ,0.88,         12.11亿,         48.43亿,-4.2,2550,26,0.003,-3,-11.62,-9.65,-30.35,-26.52,7.57,         12.11亿,29.79,1.32,-3.51,-2.27,-6.27,-4.5,-1.64,-2.89,1.25,-0.6,20191124,20191125,3.52,--  ,--  ,11.37,8.65,0.01,23.84,7.7,1.43,0.82,2.63,1.1,3.37,1.82,5.18,3.33,1.19,0.13,1.19,1.04,1.04,1.02,3.68,0.77,-0.26,85700,1026,1.41万,0,0,2.88,62.97,9.35,0,0.296㈢,4.78,4.78,0.52,1.05,0.22,76.07,  12.02㈢,35.82,22.99,20.06,0.35,1071,603390,--  ,--  ,--  
300628,亿联网络,-5.1,80.38,-4.32,80.38,80.4,64272,725,0.26,3.16,82,,,,43.37,82.57,77.15,84.7,36.77,513255200,1.35,通信设备,福建,6.4,79.86,30163,34109,0.88,77,40,--  ,5887600,0.05,--  ,--  ,2.03,        163.55亿,        481.85亿,-3.07,4260,15,0.0007,-3,-12.6,-28.52,8.65,11,4.22,        122.30亿,59.63,0.66,-3.19,-2.51,-8.91,-5.72,-1.98,-2.65,4.19,0.62,20200316,20170317,5.99,--  ,--  ,44.59,41.23,--  ,7.55,42.76,0.94,0.36,3.36,2.22,4.56,11.06,18.56,6.37,10.77,0.97,10.77,9.83,9.83,8.91,22.94,7.68,0.16,20165,7545,60.65万,48.11,40.69,10.97,62.75,25.96,0.71,1.640㈢,7.33,7.33,1.84,3.83,1.28,92.45,  23.84㈢,65.69,58.05,52.96,1.02,842,300628,--  ,--  ,--  
300113,顺网科技,-5.1,21.57,-1.16,21.56,21.57,119756,807,0.33,2.51,22.35,,,,67.99,22.36,21.12,22.73,32.2,257689136,0.7,互联网,浙江,5.46,21.52,66443,53313,1.25,1,96,--  ,880600,0.01,--  ,--  ,4.78,        103.05亿,        149.76亿,-3.08,3430,35,0.0007,-3,-8.91,-21.13,-16.95,-16.04,2.93,         88.10亿,49.06,1.47,-1.67,-1.63,-7.08,-5.33,-3.49,-3.53,2.13,0.23,20191030,20100827,6.94,--  ,--  ,35.02,27.51,1.07,18.39,17.56,0.63,0.17,6.26,0.47,1.54,2.83,12.19,3.82,4.56,0.13,4.66,4.02,3.49,3.31,18.79,2.12,-1.65,36585,11164,24.08万,-20.43,-20.54,5.44,70.67,12.29,0,0.510㈢,3.96,0,0.41,2.71,0.31,78.56,  12.68㈢,68.63,37.42,28.62,1.29,1513,300113,--  ,--  ,--  
002052,同洲电子,-5.11,2.6,-0.14,2.6,2.61,111597,1955,0,1.5,2.72,,,,--  ,2.72,2.56,2.74,--  ,29112584,1.29,通信设备,深圳,5.84,2.61,67178,44419,1.51,813,1191,--  ,52500,0,--  ,--  ,7.46,         19.39亿,         19.39亿,-3.08,1391,80,0.0011,-3,-9.41,-17.98,-20.49,-18.24,2.04,         14.25亿,--  ,0.99,-0.73,-0.73,-6.57,-4.79,-4.41,-4.41,1.56,-0.32,20200323,20060627,7.46,--  ,--  ,14.22,5.69,--  ,59.95,10.56,2.14,0.22,8.35,0.85,4.61,8.77,6.72,5.14,-0.33,-0.02,-0.3,-0.29,-0.29,-0.36,-11.44,-0.99,-1.63,71374,7681,2.00万,58.08,12.06,4.73,-19.53,2.89,0,-0.039㈢,0.55,0.55,1.18,-1.53,-0.13,40.05,  -5.08㈢,23.58,-4.87,-4.3,0.5,683,2052,--  ,--  ,--  
000982,*ST 中绒,-5.11,1.3,-0.07,1.3,1.31,152567,807,0,0.36,1.34,,,,--  ,1.35,1.3,1.37,--  ,19975962,0.99,纺织,宁夏,3.65,1.31,97981,54586,1.79,606,3291,--  ,149100,0,--  ,--  ,42.62,         55.40亿,         55.40亿,-3.08,891,171,0.0004,-2,-6.48,-13.34,-36.58,-30.1,0.45,         44.02亿,--  ,0.3,-2.19,-1.46,-5.11,-4.43,-2.99,-3.7,0,-0.68,20200326,20000706,42.62,--  ,--  ,75.98,-17.5,-0.05,123.09,22.44,44.88,1.67,85.38,13.87,4.26,20.29,5.78,6.08,-6.26,0.78,-6.89,-6.89,-6.88,-6.46,-56,-1.56,-1.8,33847,100037,13.00万,-31.25,-61.99,-3.17,-35.44,9.58,0,-0.161㈢,-0.41,0,0.48,-1.31,-0.04,-23.03,--  ,-5.19,-108.22,-118.93,--  ,4165,982,--  ,--  ,--  
000070,特发信息,-5.11,9.28,-0.5,9.27,9.28,162372,2156,-0.1,2.05,9.6,,,,38.6,9.6,9.19,9.78,59.65,151195424,0.84,通信设备,深圳,4.19,9.31,88897,73475,1.21,756,145,--  ,687400,0.01,--  ,--  ,7.94,         73.65亿,         75.63亿,-3.09,3112,52,0.0007,-3,-9.72,-13.51,-15.48,-14.47,3.32,         45.37亿,28.92,1.16,-1.84,-1.84,-6.03,-4.79,-3.33,-3.33,0.98,-0.32,20200316,20000511,8.15,--  ,--  ,71.2,26.78,4.8,55.65,52.45,5.54,1.3,37.28,18.08,21.15,9.14,30.49,25.57,1.21,0.01,1.21,1.07,0.95,0.73,8.72,-5.48,-3.05,88628,5517,5.12万,-42.11,-24.28,2.83,-13.8,2.48,0.35,0.120㈢,3.27,3.27,1.12,1.07,-0.67,37.61,   3.55㈢,16.12,3.98,3.12,1.54,4179,70,--  ,--  ,--  
300570,太辰光,-5.12,22.63,-1.22,22.63,22.64,53095,949,0.27,4.4,23.17,,,,28.4,23.17,22.22,23.85,26.34,120369952,1.07,元器件,深圳,3.98,22.67,25154,27941,0.9,20,33,--  ,1153900,0.05,--  ,--  ,1.21,         27.32亿,         52.05亿,-3.09,2824,19,0.0016,-3,-11.5,-22.23,-17.11,-16.89,5.22,         23.01亿,35.91,1.19,-2.85,-2.85,-6.83,-4.94,-2.33,-2.33,1.85,-0.17,20191205,20161206,2.3,--  ,--  ,14.49,12.83,0.11,10.71,11.57,2.15,0.58,1.38,1.43,1.32,5.12,6.24,4.11,1.71,0.12,1.71,1.47,1.48,1.28,4.59,1.59,1.71,18061,5629,12.74万,37.49,28.19,4.06,32.74,8.35,1.51,0.644㈢,5.58,0,2.23,2,0.69,88.52,  11.55㈢,34.16,27.38,23.77,0.3,1657,300570,--  ,--  ,--  
300170,汉得信息,-5.12,9.46,-0.51,9.45,9.46,291676,2512,0,3.99,9.8,,,,39.45,9.9,9.36,9.97,74.81,277506368,1.19,软件服务,上海,5.42,9.51,169076,122600,1.38,306,500,--  ,6800200,0.1,--  ,--  ,7.3,         69.10亿,         83.63亿,-3.09,3064,95,0.0013,-1,-4.06,-13.92,-4.93,-2.37,4.38,         63.03亿,22.78,1.34,-1.71,-0.7,-6.12,-4.57,-3.47,-4.44,1.07,-0.54,20191231,20110201,8.84,--  ,--  ,42.85,31.19,-0.05,27.33,32.04,2.96,2.24,11.4,0,23.17,8.07,22.36,15.98,0.8,-0.17,0.86,0.83,0.84,0.54,14.32,-3.33,-1.42,61096,10905,10.32万,-66.1,6,2.73,-25.12,3.74,0.3,0.095㈢,3.46,3.46,0.91,1.62,-0.38,72.79,   2.69㈢,28.55,3.57,3.75,1.73,9570,300170,--  ,--  ,--  
603955,大千生态,-5.12,16.32,-0.88,16.32,16.33,25497,356,-0.48,2.25,17,,,,19.7,17.18,16.26,17.2,21.28,42335500,0.92,环境保护,江苏,5.35,16.6,16572,8925,1.86,15,10,--  ,440300,0.06,--  ,--  ,1.13,         18.46亿,         18.46亿,-4.21,1353,19,0.0017,-1,-3.83,2.07,3.29,1.93,6.35,          6.56亿,21.59,1.27,-1.16,-0.12,-5.47,-3.46,-4,-5.01,0.37,-1.65,20200309,20170310,1.13,--  ,--  ,31.98,11.9,1.75,57.3,18.54,0.17,0.01,11.72,6.44,4.73,5.57,5.9,4.25,0.79,0.01,0.79,0.67,0.65,0.62,4.68,-1.61,0.34,10327,3890,6.35万,15.31,7.63,1.55,-11.44,3.13,0,0.575㈢,10.52,0,4.93,4.14,-1.43,37.22,   5.47㈢,27.95,13.44,11.02,0.24,484,603955,--  ,--  ,--  
002621,美吉姆,-5.12,10.2,-0.55,10.19,10.2,20507,211,-0.48,0.37,10.41,,,,62.51,10.64,10.1,10.75,54.16,21045010,1.05,文教休闲,辽宁,5.02,10.26,10922,9585,1.14,138,6,--  ,178000,0.01,--  ,--  ,5.48,         55.92亿,         60.27亿,-3.09,1339,15,0.0003,-2,-4.85,-7.86,-9.74,-6.85,0.91,         23.09亿,201.32,0.85,-3.16,-1.02,-6.05,-4.54,-2.02,-4.14,0.99,-0.58,20200229,20110929,5.91,--  ,--  ,43.86,12.89,10.72,46.17,9.06,0.71,13,19.55,0.86,0.97,2.59,4.82,1.56,1.72,0.01,1.71,1.26,0.83,0.85,4.75,1.24,-0.36,8584,26370,26.90万,523.06,203.75,4.67,48.7,12.51,0.11,0.141㈢,2.18,0,0.44,0.8,0.21,29.39,   6.47㈢,67.57,35.65,17.33,0.13,383,2621,--  ,--  ,--  
300348,长亮科技,-5.12,21.11,-1.14,21.11,21.12,152388,2624,0.14,4.26,21.5,,,,214.2,21.57,20.9,22.25,319.51,323424928,0.86,软件服务,深圳,3.01,21.22,85576,66812,1.28,150,222,--  ,12833300,0.19,--  ,--  ,3.57,         75.45亿,        101.71亿,-3.1,3489,44,0.0012,-2,-5.84,-18.06,5.49,0.91,4.92,         65.37亿,189.89,1.34,-3.37,-3.06,-6.07,-4.61,-1.81,-2.13,1,-0.51,20200115,20120817,4.82,--  ,--  ,25.22,13.52,0.09,46.03,19.18,2.58,0.84,9.8,0.02,9.25,6.38,7.34,3.92,0.26,0.02,0.26,0.25,0.24,0.2,3.22,-2.25,0.54,36102,8578,18.11万,-21.16,18.49,6.91,-45.29,13.85,0.45,0.060㈢,3.06,3.06,1.33,0.67,-0.47,53.61,   1.77㈢,46.58,3.61,3.25,1,4125,300348,--  ,--  ,--  
