代码,名称,涨幅%,现价,涨跌,买价,卖价,总量,现量,涨速%,换手%,今开,短期形态,中期形态,长期形态,市盈(TTM),最高,最低,昨收,市盈(动),总金额,量比,细分行业,地区,振幅%,均价,内盘,外盘,内外比,买量,卖量,未匹配量,开盘金额,开盘换手Z,封成比,封单额,流通股(亿),流通市值,AB股总市值,强弱度%,活跃度,笔均量,笔换手,连涨天,3日涨幅%,20日涨幅%,60日涨幅%,年初至今%,换手Z,流通市值Z,市盈(静),贝塔系数,开盘%,最高%,最低%,均涨幅%,实体涨幅%,回头波%,攻击波%,现均差%,财务更新,上市日期,总股本(亿),B/A股(亿),H股(亿),总资产(亿),净资产(亿),少数股权(亿),资产负债率%,流动资产(亿),固定资产(亿),无形资产(亿),流动负债(亿),存货(亿),应收帐款(亿),资本公积金(亿),营业收入(亿),营业成本(亿),营业利润(亿),投资收益(亿),利润总额(亿),税后利润(亿),净利润(亿),扣非净利润(亿),未分利润(亿),经营现金流(亿),总现金流(亿),股东人数,人均持股,人均市值,利润同比%,收入同比%,市净率,市现率,市销率,股息率%,每股收益,每股净资,调整后净资,每股公积,每股未分配,每股现金流,权益比%,净益率%,毛利率%,营业利润率%,净利润率%,研发费用(亿),员工人数,交易代码,自选日,自选价,自选收益%
000935,四川双马,-2.44,12.78,-0.32,12.78,12.79,43711,546,0.08,0.57,12.9,,,,13.18,12.95,12.73,13.1,13.05,55998384,0.86,水泥,四川,1.68,12.81,26292,17419,1.51,302,208,--  ,259300,0.01,--  ,--  ,7.63,         97.57亿,         97.57亿,-0.42,1653,26,0.0003,-1,-3.39,-15.19,-18.39,-22.5,1.85,         30.18亿,14.38,0.85,-1.53,-1.15,-2.82,-2.21,-0.93,-1.31,0.39,-0.24,20191031,19990824,7.63,--  ,--  ,45.29,40.43,0.03,10.66,17.32,15.38,1.47,4.75,0.75,1.37,9.93,13.43,7.02,6.29,0.21,6.28,5.59,5.61,5.37,21.95,5.44,4.23,55516,4254,5.44万,12.65,-8.86,2.41,17.94,7.26,0,0.734㈢,5.3,0,1.3,2.87,0.71,89.28,  13.87㈢,47.75,46.84,41.74,0.06,607,935,--  ,--  ,--  
300137,先河环保,-2.45,7.18,-0.18,7.17,7.18,79869,707,0.14,1.7,7.22,,,,14.05,7.27,7.09,7.36,16.82,57168224,1.06,环境保护,河北,2.45,7.16,48176,31693,1.52,678,250,--  ,806500,0.02,--  ,--  ,4.71,         33.82亿,         39.56亿,-0.42,1655,48,0.001,-1,-3.88,-14.73,-6.27,-6.51,1.77,         32.44亿,15.63,1.04,-1.9,-1.22,-3.67,-2.75,-0.55,-1.24,1.27,0.3,20200325,20101105,5.51,--  ,--  ,24,19.75,0.47,15.78,17.76,2.58,0.23,3.71,4.63,6.02,4.71,9.56,4.87,1.99,0.01,2.05,1.75,1.76,1.71,8.91,0.51,-1.13,57264,7890,5.67万,19.79,16.56,1.91,77.65,4.14,0,0.320㈢,3.75,3.75,0.86,1.62,0.09,82.27,   8.93㈢,49.08,20.84,18.44,0.35,1767,300137,--  ,--  ,--  
603681,永冠新材,-2.45,17.94,-0.45,17.94,17.95,13539,199,0.17,2.2,18.3,,,,22.85,18.33,17.62,18.39,20.82,24158244,0.88,化工原料,上海,3.86,17.84,7520,6019,1.25,12,47,--  ,0,0,--  ,--  ,0.62,         11.06亿,         29.89亿,-1.55,1325,10,0.0017,-1,-4.98,-18.83,-29.37,-29.51,2.2,         11.06亿,23.32,1.12,-0.49,-0.33,-4.19,-2.97,-1.97,-2.13,1.82,0.52,20200325,20190326,1.67,--  ,--  ,17.89,13.25,--  ,25.95,12.18,4.66,0.23,4.13,2.87,3.26,6.65,15.04,12.37,1.23,-0.02,1.26,1.08,1.08,1.18,4.57,1.19,1.72,23305,2646,4.75万,2.57,21.85,2.26,25.21,1.99,1.31,0.700㈢,7.95,0,3.99,2.75,0.71,74.05,   8.13㈢,17.81,8.18,7.16,0.62,1643,603681,--  ,--  ,--  
300321,同大股份,-2.45,16.74,-0.42,16.71,16.74,6234,85,-0.23,0.75,17.17,,,,41.31,17.17,16.4,17.16,42.7,10399667,0.84,塑料,山东,4.49,16.68,3580,2654,1.35,35,3,--  ,10300,0,--  ,--  ,0.83,         13.85亿,         14.87亿,-0.42,714,9,0.0011,-3,-3.85,-6.63,4.62,4.3,1.68,          6.23亿,52.91,0.98,0.06,0.06,-4.43,-2.79,-2.5,-2.5,2.07,0.34,20200323,20120523,0.89,--  ,--  ,7.37,6.37,--  ,13.61,3.96,2.5,0.75,0.87,0.77,0.73,2.38,3.34,2.67,0.3,0.01,0.31,0.26,0.26,0.22,2.75,0.61,0.72,6747,5514,9.23万,44.89,-1.76,2.29,24.41,4.45,0.35,0.294㈢,7.32,7.32,2.68,3.09,0.69,86.39,   4.10㈢,19.91,9.11,7.82,0.17,582,300321,--  ,--  ,--  
300042,朗科科技,-2.45,13.95,-0.35,13.94,13.95,34275,317,0,2.04,13.9,,,,39.38,14.03,13.51,14.3,41.06,47103752,0.85,IT设备,深圳,3.64,13.74,20299,13976,1.45,139,199,--  ,376700,0.03,--  ,--  ,1.68,         23.41亿,         27.96亿,-0.42,1507,23,0.0014,-3,-4.85,-15.66,-10.75,-12.26,3.2,         14.93亿,44.43,1.15,-2.8,-1.89,-5.52,-3.9,0.36,-0.57,3.26,1.45,20200316,20100108,2,--  ,--  ,10.41,9.82,--  ,5.75,8.06,0.45,0.09,0.58,1.16,0.93,5.36,8.25,7.19,0.64,0.13,0.64,0.51,0.51,0.36,2.13,-0.69,-0.86,15465,6919,9.65万,19.33,19.49,2.8,-40.64,3.39,0.93,0.255㈢,4.99,4.99,2.67,1.07,-0.34,94.25,   5.20㈢,12.77,7.78,6.19,0.16,340,300042,--  ,--  ,--  
603196,日播时尚,-2.45,7.96,-0.2,7.96,7.97,63562,662,0.38,9.72,7.97,,,,117.35,8.34,7.89,8.16,--  ,51292312,1.05,服饰,上海,5.51,8.07,36155,27407,1.32,43,10,--  ,544400,0.11,--  ,--  ,0.65,          5.21亿,         19.10亿,-1.55,1942,33,0.005,-1,1.53,0.12,-2.21,-22.04,10.15,          4.99亿,51.05,1.77,-2.33,2.21,-3.31,-1.11,-0.13,-4.56,0.89,-1.34,20191029,20170531,2.4,--  ,--  ,11.75,9.2,-0.18,23.22,7.67,1.63,0.97,2.48,3.26,0.73,3.83,7.91,3.23,-0.08,0.03,-0.08,-0.09,-0.01,-0.09,2.46,0.66,-0.24,13628,4597,3.66万,-103.71,-0.22,2.08,28.84,2.42,1.23,-0.003㈢,3.83,0,1.6,1.02,0.28,78.33,  -0.08㈢,59.18,-1.02,-0.1,0.33,1839,603196,--  ,--  ,--  
603089,正裕工业,-2.45,11.54,-0.29,11.53,11.54,8205,40,-0.34,0.53,11.6,,,,16.14,11.67,11.37,11.83,17.58,9433352,0.76,汽车配件,浙江,2.54,11.5,4731,3474,1.36,35,8,--  ,112300,0.02,--  ,--  ,1.55,         17.85亿,         17.85亿,-1.55,751,11,0.0007,-1,-3.59,-9.49,-18.16,-19.24,1.8,          5.26亿,18.16,1.16,-1.94,-1.35,-3.89,-2.82,-0.52,-1.11,1.5,0.37,20200202,20170126,1.55,--  ,--  ,15.5,8.24,1.4,37.82,7.07,4.15,0.86,5.69,2.56,2.76,2.96,8.22,5.62,1.13,0.03,1.13,0.99,0.76,0.71,3.27,0.97,-0.53,8761,5206,6.01万,19.8,10.01,2.17,18.36,2.17,1.75,0.492㈢,5.33,0,1.92,2.12,0.63,53.14,   9.25㈢,31.63,13.76,9.26,0.35,2640,603089,--  ,--  ,--  
002116,中国海诚,-2.45,7.56,-0.19,7.56,7.57,17657,268,0.13,0.42,7.65,,,,14.33,7.66,7.5,7.75,14.59,13347841,0.97,建筑工程,上海,2.06,7.56,10836,6821,1.59,197,184,--  ,17600,0,--  ,--  ,4.16,         31.42亿,         31.57亿,-0.42,725,24,0.0006,-1,-2.46,-10.53,-3.45,-3.2,1,         13.30亿,15.25,0.82,-1.29,-1.16,-3.23,-2.46,-1.18,-1.31,0.8,0.01,20191030,20070215,4.18,--  ,--  ,47.04,14.91,--  ,68.31,43.48,2.24,0.51,31.9,5.77,8.04,0.96,34.48,30.29,1.98,0.32,1.91,1.62,1.62,1.31,8,0.9,1.84,18442,9540,7.21万,9.19,7.93,2.12,35.04,0.92,3.23,0.389㈢,3.57,0,0.23,1.92,0.22,31.69,  10.88㈢,12.14,5.75,4.71,1.05,4784,2116,--  ,--  ,--  
002421,达实智能,-2.45,3.58,-0.09,3.57,3.58,421468,5404,0,2.56,3.69,,,,37.43,3.72,3.57,3.67,40.34,153221984,0.42,软件服务,深圳,4.09,3.64,231771,189697,1.22,4003,3913,--  ,2290000,0.05,--  ,--  ,16.48,         59.01亿,         69.27亿,-0.42,2634,160,0.001,-3,-8.44,0.56,-1.11,-0.83,3.15,         47.90亿,32.76,0.91,0.54,1.36,-2.72,-0.94,-2.98,-3.76,0.28,-1.51,20191022,20100603,19.35,--  ,--  ,67.31,33.19,0.68,49.68,41.7,4.74,1.81,23.02,3.94,19.88,1.67,15.67,10.62,1.38,0.01,1.38,1.29,1.29,1.09,11.64,1.9,-0.55,101476,13184,4.72万,-17.35,-12.28,2.09,36.48,4.42,0,0.067㈢,1.72,0,0.09,0.6,0.1,49.31,   3.88㈢,32.25,8.83,8.22,0.3,2131,2421,--  ,--  ,--  
002673,西部证券,-2.45,8.35,-0.21,8.34,8.35,264966,3367,-0.11,0.76,8.5,,,,79.11,8.54,8.33,8.56,41.98,222885808,0.69,证券,陕西,2.45,8.41,145303,119663,1.21,3836,1871,--  ,1183200,0.01,--  ,--  ,35.02,        292.40亿,        292.40亿,-0.43,3294,80,0.0002,-3,-6.18,-16.08,-14.09,-14.79,1.59,        139.38亿,149.55,0.81,-0.7,-0.23,-2.69,-1.73,-1.76,-2.22,0.24,-0.72,20200326,20120503,35.02,--  ,--  ,495.93,176.52,0.77,64.25,0,1.67,1.61,0,0,0,95.01,29.87,0,7,11.03,7,5.27,5.22,5.03,19.3,20.11,14.96,200225,8337,6.96万,51.88,83.66,1.65,14.54,9.79,0.68,0.149㈢,5.07,5.07,2.71,0.55,0.57,35.59,   2.96㈢,--  ,23.42,17.49,--  ,2947,2673,--  ,--  ,--  
000677,恒天海龙,-2.45,3.18,-0.08,3.18,3.19,71506,988,-0.3,0.83,3.25,,,,1064.1,3.25,3.15,3.26,438.26,22762038,0.91,化纤,山东,3.07,3.18,46152,25354,1.82,438,212,--  ,54000,0,--  ,--  ,8.64,         27.47亿,         27.47亿,-0.43,864,83,0.001,-1,-3.64,-7.02,-14.74,-13.82,1.24,         18.31亿,2116.43,0.71,-0.31,-0.31,-3.37,-2.35,-2.15,-2.15,0.95,-0.1,20191025,19961226,8.64,--  ,--  ,9,2.78,3.91,25.6,3.77,4.34,0.8,2.05,0.82,1.57,6.98,6.02,5.02,0.2,0,0.2,0.12,0.05,0.04,-14.96,0.62,0.64,62479,9218,2.93万,38.87,17.95,9.87,44.42,4.56,0,0.005㈢,0.32,0,0.81,-1.73,0.07,30.94,   1.69㈢,16.56,3.33,0.78,0.03,932,677,--  ,--  ,--  
000008,神州高铁,-2.45,3.18,-0.08,3.17,3.18,386184,5617,0,1.45,3.21,,,,25.91,3.22,3.14,3.26,44.68,122683472,0.83,运输设备,北京,2.45,3.18,185046,201138,0.92,5808,991,--  ,771700,0.01,--  ,--  ,26.65,         84.76亿,         88.43亿,-0.43,2508,154,0.0006,-1,-3.05,-3.34,-12.39,-12.39,2.2,         55.70亿,27.89,0.75,-1.53,-1.23,-3.68,-2.55,-0.93,-1.24,1.27,0.1,20200114,19920507,27.81,--  ,--  ,106,72.06,0.95,31.12,55.72,4.02,2.45,30.02,8.69,30.62,27.71,15.6,7.28,1.96,0.05,2.02,1.58,1.48,1.27,17.9,-1.91,-5.82,102362,17112,5.44万,20.13,20.98,1.23,-46.25,5.67,0.3,0.053㈢,2.59,0,1,0.64,-0.07,67.98,   2.06㈢,53.3,12.56,9.51,1.51,2631,8,--  ,--  ,--  
000829,天音控股,-2.46,5.16,-0.13,5.16,5.17,50707,225,0,0.55,5.25,,,,--  ,5.27,5.09,5.29,130.82,26172736,0.86,其他商业,江西,3.4,5.16,32386,18321,1.77,150,1455,--  ,98200,0,--  ,--  ,9.3,         47.97亿,         53.29亿,-0.43,1193,43,0.0005,-1,-3.01,-12.54,-20.62,-17.7,0.91,         28.86亿,--  ,1.06,-0.76,-0.38,-3.78,-2.43,-1.71,-2.09,1.38,-0.03,20200321,19971202,10.33,--  ,--  ,158.99,25.22,0.16,84.03,121.35,2.55,14.06,124.48,43.78,11.78,4.68,372.97,359.76,0.55,-0.05,0.55,0.46,0.31,0.31,8.96,9.43,0.26,60513,9243,4.77万,257.27,21.19,2.11,5.65,0.14,0,0.030㈢,2.44,2.44,0.45,0.87,0.91,15.86,   1.21㈢,3.54,0.15,0.08,0.41,3425,829,--  ,--  ,--  
300371,汇中股份,-2.46,11.9,-0.3,11.87,11.9,19703,379,0.68,1.81,12.01,,,,21.17,12.06,11.13,12.2,23.14,23276820,1.12,电器仪表,河北,7.62,11.81,11852,7851,1.51,74,181,--  ,74500,0.01,--  ,--  ,1.09,         12.95亿,         19.97亿,-0.43,1299,15,0.0014,-1,-3.41,-11.13,-11.2,-11.59,2.81,          8.34亿,25.1,1.04,-1.56,-1.15,-8.77,-3.17,-0.92,-1.33,6.92,0.71,20200325,20140123,1.68,--  ,--  ,7.59,6.78,--  ,10.68,4.22,1.68,0.62,0.68,0.67,1.44,1.23,2.06,0.87,0.74,0.05,0.74,0.65,0.65,0.58,3.49,0.31,-0.43,8970,7812,9.30万,30.52,26.46,2.79,64.8,9.72,1.17,0.390㈢,4.26,4.26,0.73,2.08,0.18,89.32,   9.54㈢,57.76,36.17,31.49,0.1,404,300371,--  ,--  ,--  
000816,ST慧业,-2.46,1.19,-0.03,1.19,1.2,110636,889,-0.82,0.83,1.2,,,,98.63,1.2,1.18,1.22,--  ,13149100,1.06,农用机械,江苏,1.64,1.19,65567,45069,1.45,1910,13552,--  ,321500,0.03,--  ,--  ,13.36,         15.90亿,         16.88亿,-0.43,775,143,0.0011,-1,-3.25,-8.46,-23.23,-20.67,1.05,         12.48亿,42.05,0.56,-1.64,-1.64,-3.28,-2.58,-0.83,-0.83,0.85,0.12,20191029,19970818,14.19,--  ,--  ,50.73,29.8,2.64,36.06,20.86,10.07,14.06,17.21,3.02,2.22,14.14,10.61,9.74,-1.6,0.02,-1.61,-1.4,-1.13,-1.17,0.54,-0.67,-3.81,105422,9951,1.18万,-26.32,-4.21,0.57,-25.03,1.59,0.82,-0.080㈢,2.1,0,1,0.04,-0.05,58.73,  -3.80㈢,8.26,-15.04,-10.68,0.46,2337,816,--  ,--  ,--  
601958,金钼股份,-2.46,5.94,-0.15,5.94,5.95,91439,2411,-0.16,0.28,6.03,,,,32.71,6.06,5.9,6.09,32.2,54450980,0.89,小金属,陕西,2.63,5.95,51595,39844,1.29,594,1190,--  ,229700,0,--  ,--  ,32.27,        191.66亿,        191.66亿,-1.56,2033,45,0.0001,-3,-4.19,-10,-23.65,-25.84,1.13,         47.94亿,51.53,1.11,-0.99,-0.49,-3.12,-2.22,-1.49,-1.98,0.68,-0.24,20191025,20080417,32.27,--  ,--  ,153.61,131.92,4.16,11.42,53.2,46.39,17.44,11.48,6.51,5.35,67.53,67.23,53.12,6.55,0.02,6.53,5.26,4.46,4.26,22.67,8.62,2.21,87025,9275,5.51万,96.71,3.71,1.45,22.23,2.85,2.3,0.138㈢,4.09,0,2.09,0.7,0.27,85.88,   3.38㈢,20.98,9.74,6.64,1.61,5501,601958,--  ,--  ,--  
600897,厦门空港,-2.47,17.38,-0.44,17.38,17.4,8332,75,-0.39,0.28,17.76,,,,10.14,17.76,17.21,17.82,9.76,14473859,0.81,机场,福建,3.09,17.37,4135,4197,0.99,28,25,--  ,182900,0.01,--  ,--  ,2.98,         51.76亿,         51.76亿,-1.57,1067,8,0.0003,-1,-2.64,-10.27,-20.85,-22.2,0.87,         16.56亿,10.5,1,-0.34,-0.34,-3.42,-2.52,-2.14,-2.14,0.99,0.05,20191026,19960531,2.98,--  ,--  ,44.44,36.17,2.19,13.68,12.91,27.53,1.28,5.9,0,2.74,1.81,13.4,7.49,5.47,0.2,5.49,4.13,3.98,3.8,26.48,5.33,-0.06,18863,5053,8.78万,4.72,0.99,1.43,9.71,3.86,7.18,1.335㈢,12.15,0,0.61,8.89,1.79,81.4,  10.99㈢,44.15,40.8,29.67,--  ,3287,600897,--  ,--  ,--  
000585,ST东电,-2.47,1.58,-0.04,1.58,1.59,25132,927,0,0.41,1.62,,,,--  ,1.62,1.58,1.62,--  ,3998120,0.68,电气设备,海南,2.47,1.59,18319,6813,2.69,717,3132,--  ,26600,0,--  ,--  ,6.09,          9.63亿,          9.72亿,-0.44,301,83,0.0014,-1,-3.06,-6.51,-21.39,-19.39,0.48,          8.34亿,96.93,0.44,0,0,-2.47,-1.8,-2.47,-2.47,0,-0.67,20200227,19951213,8.73,--  ,2.58,5.52,0.13,0.06,96.63,1.98,0.5,0.15,4.04,0.13,0.31,10.83,0.72,0.37,-0.05,0,-0.05,-0.06,-0.06,-0.02,-20.25,-0.11,-0.11,60000,8799,1.39万,-158.53,233.72,105.77,-126.2,19.14,0,-0.006㈢,0.01,0,1.24,-2.32,-0.01,2.36, -43.36㈢,48.27,-7.51,-7.85,--  ,167,585,--  ,--  ,--  
002715,登云股份,-2.47,17.36,-0.44,17.35,17.36,5845,206,-0.11,0.69,17.62,,,,299.04,17.67,17.16,17.8,314.8,10145383,0.81,汽车配件,广东,2.87,17.36,3163,2682,1.18,8,1,--  ,26400,0,--  ,--  ,0.85,         14.79亿,         15.97亿,-0.44,643,9,0.0011,-1,-5.13,-13.68,-5.76,-4.62,1.31,          7.76亿,159.51,1.17,-1.01,-0.73,-3.6,-2.49,-1.48,-1.75,1.17,0.01,20191024,20140219,0.92,--  ,--  ,7.27,4.92,--  ,32.28,3.98,2.08,0.38,2.28,2,0.95,2.55,2.42,1.83,0.06,0,0.06,0.04,0.04,0,1.23,0.63,-0.1,7589,5892,10.23万,-55.73,-11.48,3.24,25.55,6.61,0,0.041㈢,5.35,0,2.77,1.33,0.68,67.72,   0.77㈢,24.12,2.31,1.58,0.1,1478,2715,--  ,--  ,--  
603388,元成股份,-2.47,7.1,-0.18,7.1,7.11,15049,178,-0.13,0.53,7.19,,,,14.57,7.25,7.09,7.28,16.34,10753103,1.33,建筑工程,浙江,2.2,7.15,9215,5834,1.58,427,172,--  ,5800,0,--  ,--  ,2.85,         20.25亿,         20.49亿,-1.57,622,24,0.0008,-3,-3.26,-5.58,-14.15,-12.45,1.04,         10.27亿,15.52,1.12,-1.24,-0.41,-2.61,-1.85,-1.25,-2.07,0.14,-0.63,20200323,20170324,2.89,--  ,--  ,29.25,9.83,0.37,65.14,20.06,0.87,0,17.25,16.31,1,2.51,8.16,6.05,1.08,0,1.08,0.94,0.94,0.86,4.46,-1.88,-1.72,11247,12858,9.13万,10.33,4.98,2.08,-10.91,2.51,0.98,0.326㈢,3.41,0,0.87,1.54,-0.65,33.61,   9.57㈢,25.92,13.26,11.53,0.22,583,603388,--  ,--  ,--  
603177,德创环保,-2.47,8.28,-0.21,8.27,8.28,10133,97,0.12,0.5,8.45,,,,1507.73,8.45,8.1,8.49,--  ,8331086,1.11,环境保护,浙江,4.12,8.22,5900,4233,1.39,1,663,--  ,52400,0.01,--  ,--  ,2.02,         16.73亿,         16.73亿,-1.57,701,14,0.0007,-1,-0.36,-7.17,-19.14,-18.34,1.64,          5.11亿,133.38,1.17,-0.47,-0.47,-4.59,-3.16,-2.01,-2.01,2.22,0.68,20200206,20170207,2.02,--  ,--  ,13.4,5.19,0.02,61.14,11.1,1.29,0.4,7.91,4.23,4.22,1.16,5.15,3.97,-0.12,-0.01,-0.12,-0.1,-0.1,-0.1,1.61,-0.55,-0.99,20765,2974,2.46万,-565.94,0.41,3.22,-30.33,3.25,0,-0.048㈢,2.57,0,0.57,0.8,-0.27,38.72,  -1.86㈢,22.97,-2.41,-1.87,0.2,970,603177,--  ,--  ,--  
600586,金晶科技,-2.47,2.76,-0.07,2.76,2.77,103538,535,-0.35,0.72,2.78,,,,--  ,2.8,2.72,2.83,21.18,28508272,0.94,玻璃,山东,2.83,2.75,64912,38626,1.68,931,4441,--  ,447600,0.02,--  ,--  ,14.29,         39.43亿,         39.43亿,-1.57,1004,103,0.0007,-1,-4.5,-14.28,-2.81,-4.17,1.01,         28.29亿,51.58,1.12,-1.77,-1.06,-3.89,-2.71,-0.72,-1.43,1.47,0.23,20191031,20020815,14.29,--  ,--  ,92.88,41.87,0.51,54.37,35.83,40.32,5.23,44.87,6.93,3.91,18.62,37.33,30.06,1.7,-0.15,1.67,1.39,1.4,1.41,7.6,3.82,-7.31,86617,11835,3.27万,-43.87,1.84,0.94,10.32,1.06,2.12,0.098㈢,2.93,0,1.3,0.53,0.27,45.08,   3.33㈢,19.48,4.57,3.74,0.61,3157,600586,--  ,--  ,--  
000799,酒鬼酒,-2.47,27.98,-0.71,27.97,27.98,80626,1575,-0.2,2.48,28.29,,,,37.95,28.77,27.8,28.69,37.06,226833424,0.8,白酒,湖南,3.38,28.13,45016,35610,1.26,26,522,--  ,1355100,0.02,--  ,--  ,3.25,         90.92亿,         90.92亿,-0.45,3354,24,0.0007,-1,1.04,-14.74,-23.8,-21.95,3.6,         62.73亿,41.86,0.9,-1.39,0.28,-3.1,-1.94,-1.1,-2.75,0.65,-0.54,20191018,19970718,3.25,--  ,--  ,29.5,23.15,--  ,21.52,21.85,4.64,2,6.23,9.05,0.07,11.61,9.68,2.17,2.45,0,2.46,1.84,1.84,1.83,6.02,1.79,3.04,67510,3321,9.29万,14.26,27.34,3.93,50.93,9.39,0.52,0.566㈢,7.12,0,3.57,1.85,0.55,78.48,   7.95㈢,77.58,25.31,19.01,0,1409,799,--  ,--  ,--  
300090,盛运环保,-2.48,1.18,-0.03,1.17,1.18,175797,1805,0,1.54,1.2,,,,--  ,1.21,1.17,1.21,--  ,20766512,0.82,环境保护,安徽,3.31,1.18,107524,68273,1.57,14314,2300,--  ,63600,0.01,--  ,--  ,11.42,         13.47亿,         15.58亿,-0.45,1065,165,0.0014,-3,-5.6,-13.24,-13.24,-13.24,1.67,         12.42亿,--  ,0.82,-0.83,0,-3.31,-2.37,-1.67,-2.48,0.85,-0.11,20191113,20100625,13.2,--  ,--  ,96.54,-3.99,0.23,103.89,49.72,6.36,25.19,69.94,9.42,11.59,21.92,4.31,3.4,-2.23,-0.09,-5.52,-5.52,-5.52,-2.85,-36.64,1.5,-0.14,56469,18644,2.20万,-163.43,-26.14,-3.91,10.4,3.61,0,-0.419㈢,-0.3,0,1.66,-2.78,0.11,-4.13,--  ,21.24,-51.68,-128.07,0.04,1695,300090,--  ,--  ,--  
000563,陕国投Ａ,-2.48,3.54,-0.09,3.54,3.55,218130,2139,-0.27,0.55,3.58,,,,26.53,3.58,3.51,3.63,22.92,77272224,0.79,多元金融,陕西,1.93,3.54,119157,98973,1.2,3936,884,--  ,894600,0.01,--  ,--  ,39.64,        140.33亿,        140.33亿,-0.45,2314,94,0.0002,-1,-3.54,-11.5,-18.05,-20.09,1.26,         61.04亿,45.04,1.03,-1.38,-1.38,-3.31,-2.41,-1.12,-1.12,0.85,-0.07,20200326,19940110,39.64,--  ,--  ,128.53,107.57,--  ,16.3,0,0.7,0.05,0,0,0,41.11,12.95,0,6,2.6,5.97,4.59,4.59,4.59,20.67,-17.39,-6.97,127642,13510,4.78万,94.32,90.78,1.3,-8.07,10.83,0.55,0.116㈢,2.71,0,1.04,0.52,-0.44,83.7,   4.27㈢,--  ,46.33,35.44,--  ,599,563,--  ,--  ,--  
600735,新华锦,-2.48,5.5,-0.14,5.5,5.51,34766,268,-0.17,0.92,5.58,,,,24.35,5.62,5.45,5.64,22.48,19114728,1.06,商贸代理,山东,3.01,5.5,17979,16787,1.07,1190,619,--  ,65800,0.01,--  ,--  ,3.76,         20.68亿,         20.68亿,-1.58,1523,23,0.0006,-1,-3.35,-9.09,-16.79,-17.17,1.88,         10.20亿,27.74,1.19,-1.06,-0.35,-3.37,-2.52,-1.43,-2.14,0.92,0.03,20191031,19960726,3.76,--  ,--  ,12.94,9.46,0.67,21.68,9.24,0.28,0.03,2.68,3.23,1.37,1.43,10.77,8.09,1.38,0.03,1.38,1.01,0.69,0.69,3.72,0.86,0.09,28250,6563,3.61万,18.28,6.68,2.19,24.08,1.92,1.08,0.184㈢,2.52,0,0.38,0.99,0.23,73.11,   7.29㈢,24.85,12.8,6.41,--  ,1703,600735,--  ,--  ,--  
000719,中原传媒,-2.49,6.67,-0.17,6.67,6.68,55142,390,0,0.83,6.88,,,,9.08,6.88,6.6,6.84,9.64,36764172,2.5,出版业,河南,4.09,6.67,38555,16587,2.32,173,318,--  ,700,0,--  ,--  ,6.67,         44.50亿,         68.25亿,-0.46,1136,49,0.0007,-3,-3.89,-9.13,-5.53,-6.84,2.36,         15.61亿,9.53,1.03,0.58,0.58,-3.51,-2.53,-3.05,-3.05,1.06,0.04,20200311,19970331,10.23,--  ,--  ,119.75,79.8,0.48,32.95,75.81,14.49,10.38,34.19,14.74,13.4,27.4,61.31,42.9,5.36,0.45,5.41,5.28,5.31,5.03,40.03,-1.43,-17.5,18397,12718,8.48万,7.37,1.83,0.82,-47.78,1.11,3.65,0.519㈢,8.12,8.12,2.68,3.91,-0.14,66.64,   6.65㈢,30.03,8.75,8.66,0.05,14747,719,--  ,--  ,--  
002691,冀凯股份,-2.49,5.1,-0.13,5.09,5.1,19544,195,0,0.58,5.16,,,,105.86,5.19,5.04,5.23,96.6,9964109,0.85,专用机械,河北,2.87,5.1,12448,7096,1.75,264,408,--  ,25800,0.01,--  ,--  ,3.39,         17.29亿,         17.34亿,-0.46,599,33,0.001,-1,-2.49,-2.86,-13.86,-15,2.01,          4.95亿,118.02,0.86,-1.34,-0.76,-3.63,-2.52,-1.16,-1.73,1.19,0.03,20191023,20120731,3.4,--  ,--  ,11.02,8.9,--  ,19.25,6.76,2.35,0.94,1.57,2.64,3.36,3.02,2.57,1.5,0.16,0,0.18,0.13,0.13,0.08,2.14,-0.31,-0.22,15498,6261,3.19万,14.76,-6.02,1.95,-56.8,6.76,0.13,0.040㈢,2.62,0,0.89,0.63,-0.09,80.75,   1.51㈢,41.52,6.33,5.24,0.08,719,2691,--  ,--  ,--  
300039,上海凯宝,-2.49,5.49,-0.14,5.48,5.49,231797,1928,0.73,2.24,5.55,,,,29.95,5.76,5.42,5.63,20.68,129310976,0.66,中成药,上海,6.04,5.58,127973,103824,1.23,55,67,--  ,266400,0.01,--  ,--  ,10.37,         56.92亿,         57.43亿,-0.46,2500,93,0.0009,-2,-4.35,-3.18,15.58,9.59,3.84,         33.16亿,25.96,0,-1.42,2.31,-3.73,-0.91,-1.08,-4.69,1.29,-1.57,20191209,20100108,10.46,--  ,--  ,27.73,25.32,--  ,8.69,22.1,2.71,0.41,2.17,1.77,4.08,0.09,10.63,1.89,2.42,0.08,2.44,2.08,2.08,1.94,12.78,1.76,3.95,37612,16057,8.82万,-12.65,-7.53,2.27,32.56,5.4,1.81,0.199㈢,2.42,0,0.01,1.22,0.17,91.31,   8.23㈢,82.25,22.73,19.59,0.38,1673,300039,--  ,--  ,--  
